"filename", "language", "JSON", "JSON with Comments", "Markdown", "TypeScript", "JavaScript", "XML", "CSS", "HTML", "SCSS", "comment", "blank", "total"
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\estimate-time\detail\estimate-time-detail.component.ts", "TypeScript", 0, 0, 0, 346, 0, 0, 0, 0, 0, 1, 40, 387
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\estimate-time\estimate-time-routing.module.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 3, 17
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\estimate-time\estimate-time.module.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\estimate-time\list\estimate-time-list.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 10, 0, 2, 1, 13
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\estimate-time\list\estimate-time-list.component.ts", "TypeScript", 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 9, 114
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\master-routing.module.ts", "TypeScript", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 2, 46
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\master.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\operation-type\detail\operation-type-detail.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 503, 0, 68, 7, 578
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\operation-type\detail\operation-type-detail.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 4, 15
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\operation-type\detail\operation-type-detail.component.ts", "TypeScript", 0, 0, 0, 854, 0, 0, 0, 0, 0, 11, 82, 947
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\operation-type\list\operation-type-list.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 10, 0, 2, 1, 13
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\operation-type\list\operation-type-list.component.ts", "TypeScript", 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 9, 114
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\operation-type\operation-type-routing.module.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 3, 17
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\operation-type\operation-type.module.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\supplier-group\detail\supplier-group-detail.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 365, 0, 0, 4, 369
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\supplier-group\detail\supplier-group-detail.component.ts", "TypeScript", 0, 0, 0, 281, 0, 0, 0, 0, 0, 30, 40, 351
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\supplier-group\list\supplier-group-list.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 2, 12
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\supplier-group\list\supplier-group-list.component.ts", "TypeScript", 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 9, 127
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\supplier-group\supplier-group-routing.module.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 3, 17
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\supplier-group\supplier-group.module.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\supplier\detail\supplier-detail.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 4, 174
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\supplier\detail\supplier-detail.component.ts", "TypeScript", 0, 0, 0, 220, 0, 0, 0, 0, 0, 30, 30, 280
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\supplier\list\supplier-list.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 10, 0, 2, 1, 13
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\supplier\list\supplier-list.component.ts", "TypeScript", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 9, 110
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\supplier\supplier-routing.module.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 3, 17
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\supplier\supplier.module.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\warehouse-capacity\detail\warehouse-capacity-detail.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 281, 0, 0, 16, 297
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\warehouse-capacity\detail\warehouse-capacity-detail.component.ts", "TypeScript", 0, 0, 0, 226, 0, 0, 0, 0, 0, 1, 25, 252
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\warehouse-capacity\list\warehouse-capacity-list.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 2, 12
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\warehouse-capacity\list\warehouse-capacity-list.component.ts", "TypeScript", 0, 0, 0, 144, 0, 0, 0, 0, 0, 1, 11, 156
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\warehouse-capacity\warehouse-capacity-routing.module.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 3, 17
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\warehouse-capacity\warehouse-capacity.module.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\warehouse-operation-capacity\detail\warehouse-operation-capacity-detail.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 296, 0, 0, 18, 314
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\warehouse-operation-capacity\detail\warehouse-operation-capacity-detail.component.ts", "TypeScript", 0, 0, 0, 232, 0, 0, 0, 0, 0, 1, 27, 260
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\warehouse-operation-capacity\list\warehouse-operation-capacity-list.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 2, 12
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\warehouse-operation-capacity\list\warehouse-operation-capacity-list.component.ts", "TypeScript", 0, 0, 0, 144, 0, 0, 0, 0, 0, 1, 11, 156
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\warehouse-operation-capacity\warehouse-operation-capacity-routing.module.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 3, 17
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\warehouse-operation-capacity\warehouse-operation-capacity.module.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\warehouse\detail\warehouse-detail.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 882, 0, 0, 11, 893
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\warehouse\detail\warehouse-detail.component.ts", "TypeScript", 0, 0, 0, 244, 0, 0, 0, 0, 0, 0, 26, 270
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\warehouse\list\warehouse-list.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 1, 11
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\warehouse\list\warehouse-list.component.ts", "TypeScript", 0, 0, 0, 115, 0, 0, 0, 0, 0, 1, 12, 128
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\warehouse\warehouse-routing.module.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 3, 17
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\master\warehouse\warehouse.module.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\opsmanage\dockdoor-list\call-truck-dialog\call-truck-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 1, 59
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\opsmanage\dockdoor-list\call-truck-dialog\call-truck-dialog.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 4, 20
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\opsmanage\dockdoor-list\call-truck-dialog\call-truck-dialog.component.ts", "TypeScript", 0, 0, 0, 146, 0, 0, 0, 0, 0, 2, 28, 176
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\opsmanage\dockdoor-list\cancel-truck-dialog\cancel-truck-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 57
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\opsmanage\dockdoor-list\cancel-truck-dialog\cancel-truck-dialog.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 4, 20
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\opsmanage\dockdoor-list\cancel-truck-dialog\cancel-truck-dialog.component.ts", "TypeScript", 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 21, 99
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\opsmanage\dockdoor-list\dockdoor-list-routing.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 3, 15
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\opsmanage\dockdoor-list\dockdoor-list.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 167, 0, 1, 6, 174
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\opsmanage\dockdoor-list\dockdoor-list.component.ts", "TypeScript", 0, 0, 0, 534, 0, 0, 0, 0, 0, 1, 79, 614
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\opsmanage\dockdoor-list\dockdoor-list.module.ts", "TypeScript", 0, 0, 0, 38, 0, 0, 0, 0, 0, 3, 3, 44
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\opsmanage\dockdoor-list\move-truck-dialog\move-truck-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 2, 100
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\opsmanage\dockdoor-list\move-truck-dialog\move-truck-dialog.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 4, 20
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\opsmanage\dockdoor-list\move-truck-dialog\move-truck-dialog.component.ts", "TypeScript", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 22, 112
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\opsmanage\opsmanage-routing.module.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 2, 16
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\opsmanage\opsmanage.module.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 16
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pages-routing.module.ts", "TypeScript", 0, 0, 0, 61, 0, 0, 0, 0, 0, 5, 3, 69
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pages.component.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pages.module.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 2, 12
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-completed\detail\po-dialog\po-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 3, 33
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-completed\detail\po-dialog\po-dialog.component.ts", "TypeScript", 0, 0, 0, 40, 0, 0, 0, 0, 0, 1, 11, 52
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-completed\detail\pre-check-in-completed-detail.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 271, 0, 0, 8, 279
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-completed\detail\pre-check-in-completed-detail.component.ts", "TypeScript", 0, 0, 0, 368, 0, 0, 0, 0, 0, 12, 74, 454
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-completed\list\pre-check-in-completed-list.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 15, 0, 11, 2, 28
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-completed\list\pre-check-in-completed-list.component.ts", "TypeScript", 0, 0, 0, 171, 0, 0, 0, 0, 0, 1, 18, 190
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-completed\pre-check-in-completed-routing.module.ts", "TypeScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-completed\pre-check-in-completed.module.ts", "TypeScript", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 4, 45
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-completed\report\report-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 286, 0, 12, 0, 298
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-completed\report\report-dialog.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 69, 40, 19, 128
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-completed\report\report-dialog.component.ts", "TypeScript", 0, 0, 0, 91, 0, 0, 0, 0, 0, 23, 41, 155
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-completed\report\report.css", "CSS", 0, 0, 0, 0, 0, 0, 69, 0, 0, 13, 16, 98
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-excel\detail\po-dialog\po-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 3, 38
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-excel\detail\po-dialog\po-dialog.component.ts", "TypeScript", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 19, 74
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-excel\detail\pre-check-in-excel-detail.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 264, 0, 8, 7, 279
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-excel\detail\pre-check-in-excel-detail.component.ts", "TypeScript", 0, 0, 0, 407, 0, 0, 0, 0, 0, 30, 96, 533
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-excel\list\pre-check-in-excel-list.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 36, 0, 11, 6, 53
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-excel\list\pre-check-in-excel-list.component.ts", "TypeScript", 0, 0, 0, 234, 0, 0, 0, 0, 0, 10, 38, 282
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-excel\list\upload-dialog\upload-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 1, 116
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-excel\list\upload-dialog\upload-dialog.component.ts", "TypeScript", 0, 0, 0, 214, 0, 0, 0, 0, 0, 10, 50, 274
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-excel\pre-check-in-excel-routing.module.ts", "TypeScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-excel\pre-check-in-excel.module.ts", "TypeScript", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 4, 45
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in-routing.module.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 2, 21
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\pre-check-in\pre-check-in.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\dockdoor-list\call-truck-dialog\call-truck-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 1, 59
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\dockdoor-list\call-truck-dialog\call-truck-dialog.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 4, 20
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\dockdoor-list\call-truck-dialog\call-truck-dialog.component.ts", "TypeScript", 0, 0, 0, 134, 0, 0, 0, 0, 0, 2, 26, 162
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\dockdoor-list\dockdoor-list-routing.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 3, 15
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\dockdoor-list\dockdoor-list.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 142, 0, 2, 6, 150
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\dockdoor-list\dockdoor-list.component.ts", "TypeScript", 0, 0, 0, 413, 0, 0, 0, 0, 0, 1, 55, 469
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\dockdoor-list\dockdoor-list.module.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 5, 3, 42
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\document-check-in\document-check-in-routing.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\document-check-in\document-check-in.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 10, 192
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\document-check-in\document-check-in.component.ts", "TypeScript", 0, 0, 0, 224, 0, 0, 0, 0, 0, 31, 42, 297
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\document-check-in\document-check-in.module.ts", "TypeScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 3, 35
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\document-confirmation\document-confirmation-routing.module.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\document-confirmation\document-confirmation.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 162, 0, 8, 10, 180
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\document-confirmation\document-confirmation.component.ts", "TypeScript", 0, 0, 0, 182, 0, 0, 0, 0, 0, 17, 50, 249
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\document-confirmation\document-confirmation.module.ts", "TypeScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 3, 35
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\manage-queue\create-queue-dialog\create-queue-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 110, 0, 13, 5, 128
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\manage-queue\create-queue-dialog\create-queue-dialog.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 4, 20
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\manage-queue\create-queue-dialog\create-queue-dialog.component.ts", "TypeScript", 0, 0, 0, 123, 0, 0, 0, 0, 0, 2, 27, 152
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\manage-queue\detail\dialog\slot-time-dtl.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 1, 105
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\manage-queue\detail\dialog\slot-time-dtl.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 153, 5, 33, 191
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\manage-queue\detail\dialog\slot-time-dtl.component.ts", "TypeScript", 0, 0, 0, 443, 0, 0, 0, 0, 0, 10, 104, 557
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\manage-queue\detail\manage-queue-detail.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 389, 0, 0, 9, 398
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\manage-queue\detail\manage-queue-detail.component.ts", "TypeScript", 0, 0, 0, 577, 0, 0, 0, 0, 0, 31, 125, 733
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\manage-queue\document-checking-dialog\document-checking-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 55, 0, 47, 4, 106
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\manage-queue\document-checking-dialog\document-checking-dialog.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 4, 20
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\manage-queue\document-checking-dialog\document-checking-dialog.component.ts", "TypeScript", 0, 0, 0, 162, 0, 0, 0, 0, 0, 3, 24, 189
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\manage-queue\document-confirmation-dialog\document-confirmation-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 66, 0, 31, 4, 101
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\manage-queue\document-confirmation-dialog\document-confirmation-dialog.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 4, 20
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\manage-queue\document-confirmation-dialog\document-confirmation-dialog.component.ts", "TypeScript", 0, 0, 0, 148, 0, 0, 0, 0, 0, 1, 25, 174
"d:\Work Dev\source\repos\Makro-IMS\Makro.IMS\Makro.IMS.Web\src\app\pages\queuemanage\manage-queue\list\manage-queue-list.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 222, 0, 2, 5, 229
